\GottliebLaguerre{n}@{x},Gottlieb-Laguerre polynomial,Gottlieb-Laguerre-polynomial-l,P|F:P,$l_{n}$,http://drmf.wmflabs.org/wiki/Definition:GottliebLaguerre,
\Gudermannian@@{x},Gudermannian function,inverse-Gudermannian,F|F:P:nP,$\mathrm{gd}$,http://dlmf.nist.gov/4.23#E39,
\Hahn{n}@{x}{\alpha}{\beta}{N},Hahn polynomial,Hahn-polynomial-Q,P|F:P,$Q_{n}$,http://dlmf.nist.gov/18.19#T1.t1.r3,
\HahnQ{n}@{x}{\alpha}{\beta}{N},Hahn polynomial,Hahn-polynomial-Q,P|F:P,$Q_{n}$,http://dlmf.nist.gov/18.19#T1.t1.r3,
\HahnR{n}@{x}{\gamma}{\delta}{N},dual Hahn polynomial,dual-Hahn-R,P|F:P,$R_{n}$,http://dlmf.nist.gov/18.25#T1.t1.r5,
\HahnS{n}@{x}{a}{b}{c},continuous dual Hahn polynomial,continuous-dual-Hahn-S,P|F:P,$S_{n}$,http://dlmf.nist.gov/18.25#T1.t1.r3,
\Hahnp{n}@{x}{a}{b}{\conj{a}}{\conj{b}},continuous Hahn polynomial,continuous-Hahn-polynomial-p,P|F:P,$p_{n}$,http://dlmf.nist.gov/18.19#P2.p1,
\HankelHi{\nu}@{z},Hankel function of the first kind,Hankel-H-1-Bessel-third-kind,F|F:P,${H^{(1)}_{\nu}}$,http://dlmf.nist.gov/10.2#E5,
\HankelHii{\nu}@{z},Hankel function of the second kind,Hankel-H-2-Bessel-third-kind,F|F:P,${H^{(2)}_{\nu}}$,http://dlmf.nist.gov/10.2#E6,
\HarmonicNumber{n},Harmonic number,Harmonic-number,I|F,$H_{n}$,http://dlmf.nist.gov/25.11#E33,
\HeavisideH@{x},Heaviside step function,Heaviside-H,F|F:P,$H$,http://dlmf.nist.gov/1.16#E13,
\Hermite{n}@{x},Hermite polynomial $H_n$,Hermite-polynomial-H,P|F:P,$H_{n}$,http://dlmf.nist.gov/18.3#T1.t1.r28,
\HermiteH{n}@{x},Hermite polynomial $H_n$,Hermite-polynomial-H,P|F:P,$H_{n}$,http://dlmf.nist.gov/18.3#T1.t1.r28,
\HermiteHe{n}@{x},Hermite polynomial $He_n$,Hermite-polynomial-He,P|F:P,$\mathit{He}_{n}$,http://dlmf.nist.gov/18.3#T1.t1.r29,
\HeunFunction{m}{a}{b}@@{a}{q}{\alpha}{\beta}{\gamma}{\delta}{z},Heun functions $(a;b)Hf_m^\nu$,Heun-function,F|FO:PO:nPO:FnO:PnO:nPnO,"$(s_1,s_2)\mathit{Hf}_{m}^\nu$",http://dlmf.nist.gov/31.4#p1,
\HeunLocal@@{a}{q}{\alpha}{\beta}{\gamma}{\delta}{z},Heun functions $Hl$,Heun-local,F|F:P:nP,$\mathit{H\!\ell}$,http://dlmf.nist.gov/31.3#E1,
\HeunPolynom{n}{m}@@{a}{q}{-n}{\beta}{\gamma}{\delta}{z},Heun polynomial,Heun-polynomial-m,P|F:P:nP,"$\mathit{Hp}_{n,m}$",http://dlmf.nist.gov/31.5#E2,
\HilbertTrans@{f}{x},Hilbert transform,Hilbert-transform,O|F:P,$\mathcal{H}$,http://dlmf.nist.gov/1.14#SS5.p1,
\HurwitzZeta@{s}{a},Hurwitz zeta function,Hurwitz-zeta,F|F:P,$\zeta$,http://dlmf.nist.gov/25.11#E1,
\HyperPsi@{a}{b}{\Matrix{T}},confluent hypergeometric function of matrix argument of the second kind,confluent-hypergeometric-of-matrix-Psi,F|F:P,$\Psi$,http://dlmf.nist.gov/35.6#E2,
\HyperboldpFq{p}{q}@@@{\Vector{a}}{\Vector{b}}{z},scaled (or Olver's) generalized hypergeometric function,hypergeometric-bold-pFq,F|F:fo1:fo2:fo3,${{}_{p}{\mathbf{F}}_{q}}$,http://dlmf.nist.gov/16.2#E5,
\HypergeoF@@@{a}{b}{c}{z},hypergeometric function,Gauss-hypergeometric-F,F|F:fo1:fo2:fo3,$F$,http://dlmf.nist.gov/15.2#E1,
\HypergeoboldF@@@{a}{b}{c}{z},Olver's hypergeometric function,scaled-hypergeometric-bold-F,F|F:fo1:fo2:fo3,$\mathbf{F}$,http://dlmf.nist.gov/15.2#E2,
"\HyperpFq{p}{q}@@@{a_1,...,a_p}{b_1,...,b_q}{z}",generalized hypergeometric function,Gauss-hypergeometric-pFq,F|F:fo1:fo2:fo3,${{}_{p}F_{q}}$,http://dlmf.nist.gov/16.2#E1,
"\HyperpHq{p}{q}@@@{{a_1,...,a_p}{b_1,...,b_q}{z}",bilateral hypergeometric function,hypergeometric-pHq,F|F:fo1:fo2:fo3,${{}_{p}H_{q}}$,http://dlmf.nist.gov/16.4#E16,
\IncBeta{x}@{a}{b},incomplete beta function,incomplete-Beta,F|F:P,$\mathrm{B}_{x}$,http://dlmf.nist.gov/8.17#E1,
\IncGamma@{a}{z},incomplete gamma function $\Gamma$,incomplete-Gamma,F|F:P,$\Gamma$,http://dlmf.nist.gov/8.2#E2,
\IncI{x}@{a}{b},regularized incomplete beta function,IncI,F|F:P,$I_{x}$,http://dlmf.nist.gov/8.17#E2,
\Int{a}{b}@{x}{f(x)},semantic definite integral,semantic-definite-integral,SM|O,"$\int_{a}^{b}f(x){\mathrm d}\!x$",http://drmf.wmflabs.org/wiki/Definition:Int,
\Integer,set of integers,EMPTY,SN|F,$\mathbb{Z}$,http://dlmf.nist.gov/front/introduction#Sx4.p2.t1.r20,
\IntgenAiryA{k}@{z}{p},generalized Airy function from integral representation $A_k$,Integral-generalized-Airy-A,F|F:P,$A_{k}$,http://dlmf.nist.gov/9.13#SS2.p1,
\IntgenAiryB{k}@{z}{p},generalized Airy function from integral representation $B_k$,Integral-generalized-Airy-B,F|F:P,$B_{k}$,http://dlmf.nist.gov/9.13#SS2.p1,
\JacksonqBesselI{\nu}@{z}{q},Jackson $q$-Bessel function 1,EMPTY,F|F:P,$J^{(1)}_{q}$,http://drmf.wmflabs.org/wiki/Definition:JacksonqBesselI,
\JacksonqBesselII{\nu}@{z}{q},Jackson $q$-Bessel function 2,EMPTY,F|F:P,$J^{(2)}_{q}$,http://drmf.wmflabs.org/wiki/Definition:JacksonqBesselII,
\JacksonqBesselIII{\nu}@{z}{q},Jackson/Hahn-Exton $q$-Bessel function 3,EMPTY,F|F:P,$J^{(3)}_{q}$,http://drmf.wmflabs.org/wiki/Definition:JacksonqBesselIII,
\Jacobi{\alpha}{\beta}{n}@{x},Jacobi polynomial,Jacobi-polynomial-P,P|F:P,"$P^{(\alpha,\beta)}_{n}$",http://dlmf.nist.gov/18.3#T1.t1.r3,
\JacobiEpsilon@{x}{k},Jacobi's epsilon function,Jacobi-Epsilon,F|F:P,$\mathcal{E}$,http://dlmf.nist.gov/22.16#E14,
\JacobiG{n}@{p}{q}{x},shifted Jacobi polynomial,shifted-Jacobi-polynomial-G,P|F:P,$G_{n}$,http://dlmf.nist.gov/18.1#E2,
\JacobiP{\alpha}{\beta}{n}@{x},Jacobi polynomial,Jacobi-polynomial-P,P|F:P,"$P^{(\alpha,\beta)}_{n}$",http://dlmf.nist.gov/18.3#T1.t1.r3,
\JacobiSymbol{n}{P},Jacobi symbol,Jacobi-symbol,I|F,$(n|P)$,http://dlmf.nist.gov/27.9#p3,
\JacobiTheta{j}@{z}{q},Jacobi theta function,Jacobi-theta,F|F:P,$\theta_{p}$,http://dlmf.nist.gov/20.2#i,
\JacobiThetaCombined{n}{m}@{z}{q},combined theta function,Jacobi-theta-combined,F|F:P,"$\varphi_{m,n}$",http://dlmf.nist.gov/20.11#SS5.p2,
\JacobiThetaTau{j}@{z}{\tau},Jacobi theta $\tau$ function $\theta_j$,Jacobi-theta-tau,F|F:P,$\theta_{p}$,http://dlmf.nist.gov/20.2#i,
\JacobiZeta@{x}{k},Jacobi's zeta function,Jacobi-Zeta,F|F:P,$\mathrm{Z}$,http://dlmf.nist.gov/22.16#E32,
\Jacobiam@@{x}{k},Jacobi's amplitude function ${\rm am}$,Jacobi-elliptic-amplitude,F|F:P:nP,$\mathrm{am}$,http://dlmf.nist.gov/23.1,
\Jacobicd@@{z}{k},Jacobian elliptic function ${\rm cd}$,Jacobi-elliptic-cd,F|F:P:nP,$\mathrm{cd}$,http://dlmf.nist.gov/22.2#E8,
\Jacobicn@@{z}{k},Jacobian elliptic function ${\rm cn}$,Jacobi-elliptic-cn,F|F:P:nP,$\mathrm{cn}$,http://dlmf.nist.gov/22.2#E5,
\Jacobics@@{z}{k},Jacobian elliptic function ${\rm cs}$,Jacobi-elliptic-cs,F|F:P:nP,$\mathrm{cs}$,http://dlmf.nist.gov/23.1,
\Jacobidc@@{z}{k},Jacobian elliptic function ${\rm dc}$,Jacobi-elliptic-dc,F|F:P:nP,$\mathrm{dc}$,http://dlmf.nist.gov/23.1,
\Jacobidn@@{z}{k},Jacobian elliptic function ${\rm dn}$,Jacobi-elliptic-dn,F|F:P:nP,$\mathrm{dn}$,http://dlmf.nist.gov/22.2#E6,
\Jacobids@@{z}{k},Jacobian elliptic function ${\rm ds}$,Jacobi-elliptic-ds,F|F:P:nP,$\mathrm{ds}$,http://dlmf.nist.gov/23.1,
\Jacobinc@@{z}{k},Jacobian elliptic function ${\rm nc}$,Jacobi-elliptic-nc,F|F:P:nP,$\mathrm{nc}$,http://dlmf.nist.gov/23.1,
\Jacobind@@{z}{k},Jacobian elliptic function ${\rm nd}$,Jacobi-elliptic-nd,F|F:P:nP,$\mathrm{nd}$,http://dlmf.nist.gov/23.1,
\Jacobins@@{z}{k},Jacobian elliptic function ${\rm ns}$,Jacobi-elliptic-ns,F|F:P:nP,$\mathrm{ns}$,http://dlmf.nist.gov/23.1,
\Jacobiphi{\alpha}{\beta}{\lambda}@{t},Jacobi function,Jacobi-hypergeometric-phi,F|F:P,"$\phi^{(\alpha,\beta)}_{\lambda}$",http://dlmf.nist.gov/15.9#E11,
\Jacobisc@@{z}{k},Jacobian elliptic function ${\rm sc}$,Jacobi-elliptic-sc,F|F:P:nP,$\mathrm{sc}$,http://dlmf.nist.gov/22.2#E9,
\Jacobisd@@{z}{k},Jacobian elliptic function ${\rm sd}$,Jacobi-elliptic-sd,F|F:P:nP,$\mathrm{sd}$,http://dlmf.nist.gov/22.2#E7,
\Jacobisn@@{z}{k},Jacobian elliptic function ${\rm sn}$,Jacobi-elliptic-sn,F|F:P:nP,$\mathrm{sn}$,http://dlmf.nist.gov/22.2#E4,
\JonquierePhi@{z}{s}=\Polylogarithm{s}@{z},Jonquiére's function,Jonquiere-phi,F|F:P,$\phi$,http://dlmf.nist.gov/23.1,
\JordanJ{k}@{n},Jordan's function,Jordan-J,F|F:P,$J_{k}$,http://dlmf.nist.gov/27.2#E11,
\Kelvinbei{\nu}@@{x},Kelvin function ${\rm bei}_\nu$,Kelvin-bei,F|F:P:nP,$\mathrm{bei}_{\nu}$,http://dlmf.nist.gov/10.61#E1,
\Kelvinber{\nu}@@{x},Kelvin function ${\rm ber}_\nu$,Kelvin-ber,F|F:P:nP,$\mathrm{ber}_{\nu}$,http://dlmf.nist.gov/10.61#E1,
\Kelvinkei{\nu}@@{x},Kelvin function ${\rm kei}_\nu$,Kelvin-kei,F|F:P:nP,$\mathrm{kei}_{\nu}$,http://dlmf.nist.gov/10.61#E2,
\Kelvinker{\nu}@@{x},Kelvin function ${\rm ker}_\nu$,Kelvin-ker,F|F:P:nP,$\mathrm{ker}_{\nu}$,http://dlmf.nist.gov/10.61#E2,
\Krawtchouk{n}@{x}{p}{N},Krawtchouk polynomial,Krawtchouk-polynomial-K,P|F:P,$K_{n}$,http://dlmf.nist.gov/18.19#T1.t1.r6,
\KrawtchoukK{n}@{x}{p}{N},Krawtchouk polynomial,Krawtchouk-polynomial-K,P|F:P,$K_{n}$,http://dlmf.nist.gov/18.19#T1.t1.r6,
\Kronecker{j}{k},Kronecker delta,EMPTY,I|F,"$\delta_{m,n}$",http://dlmf.nist.gov/front/introduction#Sx4.p1.t1.r4,
\KummerM@{a}{b}{z},Kummer confluent hypergeometric function $M$,Kummer-confluent-hypergeometric-M,F|F:P,$M$,http://dlmf.nist.gov/13.2#E2,
\KummerU@{a}{b}{z},Kummer confluent hypergeometric function $U$,Kummer-confluent-hypergeometric-U,F|F:P,$U$,http://dlmf.nist.gov/13.2#E6,
\KummerboldM@{a}{b}{z},Olver's confluent hypergeometric function,Kummer-confluent-hypergeometric-bold-M,F|F:P,${\mathbf{M}}$,http://dlmf.nist.gov/13.2#E3,
\Laguerre[\alpha]{n}@{x},Laguerre (or generalized Laguerre) polynomial,generalized-Laguerre-polynomial-L,P|FnO:PnO:FO:PO,$L_n^{(\alpha)}$,http://dlmf.nist.gov/18.3#T1.t1.r27,
\LaguerreL[\alpha]{n}@{x},Laguerre (or generalized Laguerre) polynomial,generalized-Laguerre-polynomial-L,P|FnO:PnO:FO:PO,$L_n^{(\alpha)}$,http://dlmf.nist.gov/18.3#T1.t1.r27,
\LambertW@{x},Lambert $\LambertW$-function,Lambert-W,F|F:P,$W$,http://dlmf.nist.gov/23.1,
\LambertWm@{x},non-principal branch of Lambert $\LambertW$-function,Lambert-Wm,F|F:P,$\mathrm{Wm}$,http://dlmf.nist.gov/4.13#p2,
\LambertWp@{x},principal branch of Lambert $\LambertW$-function,Lambert-Wp,F|F:P,$\mathrm{Wp}$,http://dlmf.nist.gov/23.1,
\LameEc{m}{\nu}@{z}{k^2},Lamé function $Ec_\nu^m$,Lame-Ec,F|F:P,$\mathit{Ec}^{m}_{\nu}$,http://dlmf.nist.gov/23.1,
\LameEs{m}{\nu}@{z}{k^2},Lamé function $Es_\nu^m$,Lame-Es,F|F:P,$\mathit{Es}^{m}_{\nu}$,http://dlmf.nist.gov/23.1,
\Lamea{n}{\nu}@{k^2},eigenvalues of Lamé's equation $a_\nu^m$,Lame-eigenvalue-a,F|F:P,$a^{n}_{\nu}$,http://dlmf.nist.gov/29.3#SS1.p1,
\Lameb{n}{\nu}@{k^2},eigenvalues of Lamé's equation $b_\nu^m$,Lame-eigenvalue-b,F|F:P,$b^{n}_{\nu}$,http://dlmf.nist.gov/29.3#SS1.p1,
\LamecE{m}{2n+1}@{z}{k^2},Lamé polynomial $cE_{2n+1}^m$,Lame-polynomial-cE,P|F:P,$\mathit{cE}^{m}_{\nu}$,http://dlmf.nist.gov/23.1,
\LamecdE{m}{2n+2}@{z}{k^2},Lamé polynomial $cdE_{2n+2}^m$,Lame-polynomial-cdE,P|F:P,$\mathit{cdE}^{m}_{\nu}$,http://dlmf.nist.gov/23.1,
\LamedE{m}{2n+1}@{z}{k^2},Lamé polynomial $dE_{2n+1}^m$,Lame-polynomial-dE,P|F:P,$\mathit{dE}^{m}_{\nu}$,http://dlmf.nist.gov/29.12#E4,
\LamesE{m}{2n+1}@{z}{k^2},Lamé polynomial $sE_{2n+1}^m$,Lame-polynomial-sE,P|F:P,$\mathit{sE}^{m}_{\nu}$,http://dlmf.nist.gov/29.12#E2,
\LamescE{m}{2n+2}@{z}{k^2},Lamé polynomial $scE_{2n+2}^m$,Lame-polynomial-scE,P|F:P,$\mathit{scE}^{m}_{\nu}$,http://dlmf.nist.gov/29.12#E5,
\LamescdE{m}{2n+3}@{z}{k^2},Lamé polynomial $scdE_{2n+3}^m$,Lame-polynomial-scdE,P|F:P,$\mathit{scdE}^{m}_{\nu}$,http://dlmf.nist.gov/29.12#E8,
\LamesdE{m}{2n+2}@{z}{k^2},Lamé polynomial $sdE_{2n+2}^m$,Lame-polynomial-sdE,P|F:P,$\mathit{sdE}^{m}_{\nu}$,http://dlmf.nist.gov/29.12#E6,
\LameuE{m}{2n}@{z}{k^2},Lamé polynomial $uE_{2n}^m$,Lame-polynomial-uE,P|F:P,$\mathit{uE}^{m}_{\nu}$,http://dlmf.nist.gov/29.12#E1,
\LaplaceTrans@{f}{s},Laplace transform,Laplace-transform,O|F:P,$\mathscr{L}$,http://dlmf.nist.gov/1.14#E17,
\Lattice{L},lattice in $\Complex$,EMPTY,SN|F,$\mathbb{L}$,http://dlmf.nist.gov/23.2#i,
"\LauricellaFD@{a}{b_1,...,b_n}{c}{z_1,...,z_n}",Lauricella's multivariate hypergeometric function,Lauricella-FD,F|F:P,$F_D$,http://dlmf.nist.gov/19.15#p1,
\LegendreBlackQ[\mu]{\nu}@{z},Olver's associated Legendre function,associated-Legendre-black-Q,F|FO:PO:FnO:PnO,$\boldsymbol{Q}_\nu^\mu$,http://dlmf.nist.gov/14.3#E10,
\LegendreP[\mu]{\nu}@{z},associated Legendre function of the first kind,Legendre-P-first-kind,F|FO:PO:FnO:PnO,$P_\nu^\mu$,http://dlmf.nist.gov/14.3#E6,
\LegendrePoly{n}@{x},Legendre polynomial,Legendre-spherical-polynomial,P|F:P,$P_{n}$,http://dlmf.nist.gov/18.3#T1.t1.r25,
\LegendrePolys{n}@{x},shifted Legendre polynomial,shifted-spherical-Legendre-polynomial-s,P|F:P,$P^{*}_{n}$,http://dlmf.nist.gov/18.3#T1.t1.r26,
\LegendreQ[\mu]{\nu}@{z},associated Legendre function of the second kind,Legendre-Q-second-kind,F|FO:PO:FnO:PnO,$Q_\nu^\mu$,http://dlmf.nist.gov/14.3#E7,
\LegendreSymbol{n}{p},Legendre symbol,Legendre-symbol,I|F,$(n|p)$,http://dlmf.nist.gov/27.9,
\LerchPhi@{z}{s}{a},Lerch's transcendent,Lerch-Phi,F|F:P,$\Phi$,http://dlmf.nist.gov/25.14#E1,
\LeviCivita{j}{k}{\ell},Levi-Civita symbol,EMPTY,I|F,$\epsilon_{jkl}$,http://dlmf.nist.gov/1.6#E14,
\LinBrF@{a}{u},line-broadening function,line-broadening-function,F|F:P,$H$,http://dlmf.nist.gov/7.19#E4,
\LiouvilleLambda@{n},Liouville's function,Liouville-lambda,F|F:P,$\lambda$,http://dlmf.nist.gov/27.2#E13,
\Ln@@{z},general logarithm function,multivalued-natural-logarithm,F|F:P:nP,$\mathrm{Ln}$,http://dlmf.nist.gov/4.2#E1,
\LogInt@{x},logarithmic integral,logarithmic-integral,F|F:P,$\mathrm{li}$,http://dlmf.nist.gov/6.2#E8,
\LommelS{\mu}{\nu}@{z},"Lommel function $S$",Lommel-S,F|F:P,"$S_{{\mu},{\nu}}$",http://dlmf.nist.gov/11.9#E5,
\Lommels{\mu}{\nu}@{z},"Lommel function $s$",Lommel-s,F|F:P,"$s_{{\mu},{\nu}}$",http://dlmf.nist.gov/11.9#E3,
\Longleftrightarrow,is equivalent to,equivalent-to,SM|F,$\Longleftrightarrow $,http://dlmf.nist.gov/front/introduction#Sx4.p1.t1.r13,
\Longrightarrow,implies,EMPTY,SM|F,$\Longrightarrow$,http://dlmf.nist.gov/front/introduction#Sx4.p1.t1.r12,
\MangoldtLambda@{n},Mangoldt's function,Mangoldt-Lambda,F|F:P,$\Lambda$,http://dlmf.nist.gov/27.2#E14,
\MathieuCe{\nu}@@{z}{q},modified Mathieu function ${\rm Ce}_\nu$,modified-Mathieu-Ce,F|F:P:nP,$\mathrm{Ce}_{n}$,http://dlmf.nist.gov/28.20#E3,
\MathieuD{j}@{\nu}{\mu}{z},cross-products of modified Mathieu functions and their derivatives ${\rm D}_{j}$,Mathieu-D,F|F:P,$\mathrm{D}_{j}$,http://dlmf.nist.gov/28.28#E24,
\MathieuDc{j}@{n}{m}{z},cross-products of radial Mathieu functions and their derivatives ${\rm Dc}_j$,Mathieu-Dc,F|F:P,$\mathrm{Dc}_{j}$,http://dlmf.nist.gov/28.28#E39,
\MathieuDs{j}@{n}{m}{z},cross-products of radial Mathieu functions and their derivatives ${\rm Ds}_j$,Mathieu-Ds,F|F:P,$\mathrm{Ds}_{j}$,http://dlmf.nist.gov/28.28#E35,
\MathieuDsc{j}@{n}{m}{z},cross-products of radial Mathieu functions and their derivatives ${\rm Dsc}_j$,Mathieu-Dsc,F|F:P,$\mathrm{Dsc}_{j}$,http://dlmf.nist.gov/28.28#E40,
\MathieuEigenvaluea{n}@@{q},eigenvalues of Mathieu equation $a_n(q)$,Mathieu-eigenvalue-a,F|F:P:nP,$a_{n}$,http://dlmf.nist.gov/28.2#SS5.p1,
\MathieuEigenvalueb{n}@@{q},eigenvalues of Mathieu equation $b_n(q)$,Mathieu-eigenvalue-b,F|F:P:nP,$b_{n}$,http://dlmf.nist.gov/28.2#SS5.p1,
\MathieuEigenvaluelambda{\nu+2n}@@{q},eigenvalues of Mathieu equation $\lambda_\nu(q)$,Mathieu-eigenvalue-lambda,F|F:P:nP,$\lambda_{\nu}$,http://dlmf.nist.gov/28.12#SS1.p2,
\MathieuFc{m}@{z}{h},Mathieu function ${\rm Fc}_m$,Mathieu-Fc,F|F:P,$\mathrm{Fc}_{m}$,http://dlmf.nist.gov/23.1,
\MathieuFe{n}@@{z}{q},modified Mathieu function ${\rm Fe}_n$,modified-Mathieu-Fe,F|F:P:nP,$\mathrm{Fe}_{n}$,http://dlmf.nist.gov/28.20#E6,
\MathieuFs{m}@{z}{h},Mathieu function ${\rm Fs}_m$,Mathieu-Fs,F|F:P,$\mathrm{Fs}_{m}$,http://dlmf.nist.gov/23.1,
\MathieuGc{m}@{z}{h},Mathieu function ${\rm Gc}_m$,Mathieu-Gc,F|F:P,$\mathrm{Gc}_{m}$,http://dlmf.nist.gov/23.1,
\MathieuGe{n}@@{z}{q},modified Mathieu function ${\rm Ge}_n$,modified-Mathieu-Ge,F|F:P:nP,$\mathrm{Ge}_{n}$,http://dlmf.nist.gov/28.20#E7,
\MathieuGs{m}@{z}{h},Mathieu function ${\rm Gs}_m$,Mathieu-Gs,F|F:P,$\mathrm{Gs}_{m}$,http://dlmf.nist.gov/23.1,
\MathieuIe{n}@@{z}{h},modified Mathieu function ${\rm Ie}_n$,modified-Mathieu-Ie,F|F:P:nP,$\mathrm{Ie}_{n}$,http://dlmf.nist.gov/28.20#E17,
\MathieuIo{n}@@{z}{h},modified Mathieu function ${\rm Io}_n$,modified-Mathieu-Io,F|F:P:nP,$\mathrm{Io}_{n}$,http://dlmf.nist.gov/28.20#E18,
\MathieuKe{n}@@{z}{h},modified Mathieu function ${\rm Ke}_n$,modified-Mathieu-Ke,F|F:P:nP,$\mathrm{Ke}_{n}$,http://dlmf.nist.gov/28.20#E19,
\MathieuKo{n}@@{z}{h},modified Mathieu function ${\rm Ko}_n$,modified-Mathieu-Ko,F|F:P:nP,$\mathrm{Ko}_{n}$,http://dlmf.nist.gov/28.20#E20,
\MathieuM{j}{\nu}@@{z}{h},modified Mathieu function ${\rm M}_\nu^{(j)}$,modified-Mathieu-M,F|F:P:nP,${\mathrm{M}^{(j)}_{\nu}}$,http://dlmf.nist.gov/23.1,
\MathieuMc{j}{n}@@{z}{h},radial Mathieu function ${\rm Mc}_n^{(j)}$,modified-Mathieu-Mc,F|F:P:nP,${\mathrm{Mc}^{(j)}_{\nu}}$,http://dlmf.nist.gov/28.20#E15,
\MathieuMe{\nu}@@{z}{q},modified Mathieu function ${\rm Me}_\nu$,modified-Mathieu-Me,F|F:P:nP,$\mathrm{Me}_{n}$,http://dlmf.nist.gov/28.20#E5,
\MathieuMs{j}{n}@@{z}{h},radial Mathieu function ${\rm Ms}_n^{(j)}$,modified-Mathieu-Ms,F|F:P:nP,${\mathrm{Ms}^{(j)}_{\nu}}$,http://dlmf.nist.gov/28.20#E16,
\MathieuSe{\nu}@@{z}{q},modified Mathieu function ${\rm Se}_\nu$,modified-Mathieu-Se,F|F:P:nP,$\mathrm{Se}_{n}$,http://dlmf.nist.gov/28.20#E4,
\Mathieuce{n}@@{z}{q},Mathieu function ${\rm ce}_\nu$,Mathieu-ce,F|F:P:nP,$\mathrm{ce}_{n}$,http://dlmf.nist.gov/23.1,
\Mathieufe{n}@@{z}{q},second solution of Mathieu's equation ${\rm fe}_n$,Mathieu-fe,F|F:P:nP,$\mathrm{fe}_{n}$,http://dlmf.nist.gov/28.5#E1,
\Mathieuge{n}@@{z}{q},second solution of Mathieu's equation ${\rm ge}_n$,Mathieu-ge,F|F:P:nP,$\mathrm{ge}_{n}$,http://dlmf.nist.gov/28.5#E2,
\Mathieume{n}@@{z}{q},Mathieu function ${\rm me}_\nu$,Mathieu-me,F|F:P:nP,$\mathrm{me}_{\nu}$,http://dlmf.nist.gov/23.1,
\Mathieuse{n}@@{z}{q},Mathieu function ${\rm se}_\nu$,Mathieu-se,F|F:P:nP,$\mathrm{se}_{\nu}$,http://dlmf.nist.gov/23.1,
\Matrix{I},Bessel function of matrix argument (first kind),EMPTY,F|F,$\Matrix{T}$,http://dlmf.nist.gov/front/introduction#Sx4.p2.t1.r9,
\MeijerG{m}{n}{p}{q}@@@{z}{\Vector{a}}{\Vector{b}},Meijer $G$-function,Meijer-G,F|F:fo1:fo2:fo3,"${G^{m,n}_{p,q}}$",http://dlmf.nist.gov/16.17#E1,
\Meixner{n}@{x}{\beta}{c},Meixner polynomial,Meixner-polynomial-M,P|F:P,$M_{n}$,http://dlmf.nist.gov/18.19#T1.t1.r9,
\MeixnerM{n}@{x}{\beta}{c},Meixner polynomial,Meixner-polynomial-M,P|F:P,$M_{n}$,http://dlmf.nist.gov/18.19#T1.t1.r9,
\MeixnerPollaczek{\lambda}{n}@{x}{\phi},Meixner-Pollaczek polynomial,Meixner-Pollaczek-polynomial-P,P|F:P,$P^{(\alpha)}_{n}$,http://dlmf.nist.gov/18.19#P3.p1,
\MeixnerPollaczekP{\lambda}{n}@{x}{\phi},Meixner-Pollaczek polynomial,Meixner-Pollaczek-polynomial-P,P|F:P,$P^{(\alpha)}_{n}$,http://dlmf.nist.gov/18.19#P3.p1,
\MellinTrans@{f}{s},Mellin transform,Mellin-transform,O|F:P,$\mathscr{M}$,http://dlmf.nist.gov/1.14#E32,
\Mills@{x},Mills ratio ${\sf M}$,Mills-ratio,F|F:P,$\mathsf{M}$,http://dlmf.nist.gov/7.8#E1,
\MittagLeffler{a}{b}@{z},Mittag-Leffler function,Mittag-Leffler-function,F|F:P,"$E_{a,b}$",http://dlmf.nist.gov/10.46#E3,
\ModCylinder{\nu}@{z},modified cylinder function,modified-cylinder-function,F|F:P,$\mathscr{Z}_{\nu}$,http://dlmf.nist.gov/10.25#P2.p1,
\ModularJ@{\tau},Klein's complete invariant,Kleins-invariant-modular-J,F|F:P,$J$,http://dlmf.nist.gov/23.15#E7,
\ModularLambda@{\tau},elliptic modular function,modular-Lambda,F|F:P,$\lambda$,http://dlmf.nist.gov/23.15#E6,
\MoebiusMu@{n},Möbius function,Moebius-mu,F|F:P,$\mu$,http://dlmf.nist.gov/27.2#E12,
\NatNumber,set of positive integers,EMPTY,SN|F,$\mathbb{N}$,http://dlmf.nist.gov/front/introduction#Sx4.p2.t1.r11,
\NeumannFactor{n},Neumann factor,Neumann-factor,I|F,$\epsilon_{m}$,http://drmf.wmflabs.org/wiki/Definition:NeumannFactor,
\NeumannPoly{n}@{x},Neumann's polynomial,Neumann-polynomial,P|F:P,$O_{k}$,http://dlmf.nist.gov/10.23#E12,
\NumPrimeDivNu@{n},$\nu(n)$ : number of distinct primes dividing $n$,number-of-primes-dividing-nu,I|F:P,$\nu$,http://dlmf.nist.gov/27.2#SS1.p1,
\NumPrimesLessPi@{x},number of primes not exceeding $x$,number-of-primes-less-pi,I|F:P,$\pi$,http://dlmf.nist.gov/27.2#E2,
\NumSquaresR{k}@{n},number of squares,number-of-squares-R,I|F:P,$r_{k}$,http://dlmf.nist.gov/27.13#SS4.p1,
\ODEgenAiryA{n}@{z},generalized Airy function from differential equation $A_n$,ODE-generalized-Airy-A,F|F:P,$A_{n}$,http://dlmf.nist.gov/9.13#SS1.p2,
\ODEgenAiryB{n}@{z},generalized Airy function from differential equation $B_n$,ODE-generalized-Airy-B,F|F:P,$B_{n}$,http://dlmf.nist.gov/9.13#SS1.p2,
